#Software:,Microsoft,Internet,Information,Services,6,,,,,,,,,,,,,,,
#Version:,1,,,,,,,,,,,,,,,,,,,
#Date:,1/9/14,0:00:05,,,,,,,,,,,,,,,,,,
#Fields:,,,,,,,,,,,,,,,,,,,,
date,time,c-ip,cs-username,s-sitename,s-computername,s-ip,s-port,cs-method,cs-uri-stem,cs-uri-query,sc-status,sc-win32-status,sc-bytes,cs-bytes,time-taken,cs-version,cs-host,cs(User-Agent),cs(Cookie),cs(Referer)
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bev.wilson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<beverly.duffel@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<beverly.wilson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bill.regynski@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bill.chalcraft@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bill.markley@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bill.molseed@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bill.rath@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<billiejo.waara@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bob.marler@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bob.ensz@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bob.bosse@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bob.townsend@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bob.dooley@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bobbi.huck@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bonnie.bauder@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bonnie.wiehoff@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bonnie.jameson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bonnie.fosheim@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brad.stover@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brad.trautman@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brad.berven@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brad.maupin@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brenda.even@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brenda.badger@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brenda.lemburg@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brenda.thomas@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brenda.hyde@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brenda.hemmelman@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brent.dowling@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brett.fligge@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.rounds@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.garbisch@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.bondy@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.scott@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.oakland@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.hertel@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.gustafson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.hipple@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.moore@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brian.gevik@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brock.greenfield@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<brooke.bohnenkamp@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bruce.lindholm@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bruce.christensen@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bruce.jacobson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bruce.ward@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<bryan.gortmaker@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<candi.hettinger@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<candise.byllesby@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<candy.holbrook@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carl.rapp@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carla.wagner@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carla.leingang@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carmen.magnus@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.olson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.huber@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.schmautz@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.robertson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.ruen@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.kelso@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carol.hageman@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<caroline.uecker@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carrie.tschetter@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<carrie.johnson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cary.cleland@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<caryn.hojer@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chad.babcock@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chad.tussing@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chad.kremer@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<charles.anderson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<charles.clark@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<charles.mcguigan@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<charles.ray@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<charlotte.johnson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cheriee.watterson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chris.petersen@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chris.nelson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chris.nelson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<christopher.blair@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<christopher.carlson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chuck.easter@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chuck.kevghas@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chuck.schlueter@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<chuck.gilson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cindy.kemnitz@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cindy.kiipman-viergets@state.sd>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cindy.willert@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cindy.longbrake@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cindy.peterson@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<clare.cholik@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<clark.haliburton@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<clark.hepper@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<claudia.cepak@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<cleo.shroyer@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<clifford.reuer@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<colin.keeler@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<colleen.winter@externalemail.com>,,,,,,,,,,
1/9/14,6:28:40,192.168.49.144 ,OutboundConnectionCommand,SMTPSVC1,targetEXFE01,10.12.1.11,0,RCPT,-,+TO:<colleen.kozel@externalemail.com>,,,,,,,,,,
Truncated,Truncated,Truncated,Truncated,Truncated,Truncated,Truncated,Truncated,Truncated,Truncated,Truncated,,,,,,,,,,
